User Input,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Top 3 returned FAQ with Confidence Scores,Associated URL
conference calls,How do I set up conference calling?,What do the lights mean on my router? ,N,"{'What do the lights mean on my router? ': 0.02073, 'How do I set up my home phone? ': 0.02063, 'How do I reset the password on my router? ': 0.02055}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
how do i set up conference calling?,How do I set up conference calling?,How do I set up conference calling? ,Y,"{'How do I set up conference calling? ': 0.03754, 'What do the lights mean on my router? ': 0.03231, 'How do I set up my home phone? ': 0.03222}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
will i be charged for calling conference call numbers?,How do I set up conference calling?,How do I set up conference calling? ,Y,"{'How do I set up conference calling? ': 0.06393, 'How can I top up my phone or another number? ': 0.02121, 'Where can I call with Vodafone International? ': 0.017}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
 i am awaiting confirmation that conference calling has been enabled on my number,How do I set up conference calling?,How do I change the length of time before a call goes to voicemail? ,N,"{'How do I change the length of time before a call goes to voicemail? ': 0.01543, 'What do the lights mean on my router? ': 0.0139, 'How do I set up my home phone? ': 0.01385}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
a conference call need,How do I set up conference calling?,What is WiFi Calling? ,N,"{'What is WiFi Calling? ': 0.02002, 'How do I set up my home phone? ': 0.01246, 'What do the lights mean on my router? ': 0.01245}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
activating conference calling,How do I set up conference calling?,Why am I seeing the wrong number when using iMessage or FaceTime? ,Y,"{'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.03634, 'How do I check my voicemail? ': 0.03381, 'How do I set up conference calling? ': 0.03069}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
i want to do conference call ,How do I set up conference calling?,What do the lights mean on my router? ,N,"{'What do the lights mean on my router? ': 0.01911, 'How do I set up my home phone? ': 0.01904, 'How do I factory reset my Vodafone router? ': 0.01898}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
 i am not able to conference call from my mobile,How do I set up conference calling?,How do I set up conference calling? ,Y,"{'How do I set up conference calling? ': 0.02065, 'How do I make a claim on my insurance? ': 0.01543, 'What do the lights mean on my router? ': 0.01446}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
conference call settings,How do I set up conference calling?,How do I reset the password on my router? ,N,"{'How do I reset the password on my router? ': 0.01586, 'How do I factory reset my Vodafone router? ': 0.01551, 'What do the lights mean on my router? ': 0.01545}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
how can i enable call conference,How do I set up conference calling?,How do I set up conference calling? ,Y,"{'How do I set up conference calling? ': 0.02332, 'What do the lights mean on my router? ': 0.01785, 'How do I set up my home phone? ': 0.01779}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
how can i do conference calls,How do I set up conference calling?,How do I set up conference calling? ,Y,"{'How do I set up conference calling? ': 0.03444, 'What do the lights mean on my router? ': 0.01946, 'How do I set up my home phone? ': 0.01937}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
how can i start a conference call,How do I set up conference calling?,How do I set up conference calling? ,Y,"{'How do I set up conference calling? ': 0.02496, 'What do the lights mean on my router? ': 0.01878, 'How do I set up my home phone? ': 0.01859}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1464038282/How-do-I-set-up-conference-calling.htm
data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,How do I use the Unlimited Data Booster on my Xtra Plan? ,Y,"{'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01787, 'What do the lights mean on my router? ': 0.01681, 'What is Device Care and how can I book an appointment? ': 0.0167}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
turn on unlimited data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.01574, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.0153, 'I’m having issues connecting my Super WiFi Booster ': 0.01451}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
activation unlimited data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.01779, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01393, 'What is Device Care and how can I book an appointment? ': 0.01275}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
 i have unlimited data boosters on my plan,How do I use the Unlimited Data Booster on my Xtra Plan?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.02432, 'I’m having problems with my phone battery ': 0.02394, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.02082}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i am trying to use data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,What is Device Care and how can I book an appointment? ,N,"{'What is Device Care and how can I book an appointment? ': 0.02372, 'I’m having problems with my phone battery ': 0.02365, 'I’m having issues connecting my Super WiFi Booster ': 0.01733}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i have used up all my data for this month and according to my contract i have 6xunlimited data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,How do I use the Unlimited Data Booster on my Xtra Plan? ,Y,"{'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01463, 'How do I switch off data on my phone? ': 0.01369, 'I’m having problems with my phone battery ': 0.01301}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i want unlimited data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,What is Device Care and how can I book an appointment? ,Y,"{'What is Device Care and how can I book an appointment? ': 0.01642, 'I’m having problems with my phone battery ': 0.01631, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01469}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i am trying to use data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,What is Device Care and how can I book an appointment? ,N,"{'What is Device Care and how can I book an appointment? ': 0.02372, 'I’m having problems with my phone battery ': 0.02365, 'I’m having issues connecting my Super WiFi Booster ': 0.01733}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
does it cost money to use my data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,Where can I call with Vodafone International? ,N,"{'Where can I call with Vodafone International? ': 0.01576, 'How do I set up WiFi Calling? ': 0.01205, 'I’m having problems with my phone battery ': 0.01176}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i would like to activate one of my son's unlimited data booster extra for his phone,How do I use the Unlimited Data Booster on my Xtra Plan?,How does Message+ work? ,N,"{'How does Message+ work? ': 0.01913, 'Where can I find more information about Pay as you go 1? ': 0.018, 'What happens to my Extras, insurance, benefits and discounts when I upgrade? ': 0.01495}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
is it free to use data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,How can I top up my phone or another number? ,N,"{'How can I top up my phone or another number? ': 0.02703, 'What is Device Care and how can I book an appointment? ': 0.01515, 'I’m having problems with my phone battery ': 0.01497}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
mobile data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,How can I top up my phone or another number? ,Y,"{'How can I top up my phone or another number? ': 0.01674, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.01608, 'What is Device Care and how can I book an appointment? ': 0.01456}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
i would like to active a data booster,How do I use the Unlimited Data Booster on my Xtra Plan?,How does Message+ work? ,N,"{'How does Message+ work? ': 0.01638, 'What happens to my Extras, insurance, benefits and discounts when I upgrade? ': 0.01211, 'What is Device Care and how can I book an appointment? ': 0.011}",https://support.vodafone.co.uk/Pay-monthly/EVO-plans/1682715772/How-do-I-use-the-Unlimited-Data-Booster-on-my-Xtra-Plan.htm
Royal mail strike,Will the Royal Mail strikes delay orders and returns? ,How do I get proof of purchase? ,N,"{'How do I get proof of purchase? ': 0.02026, 'What are my delivery options? ': 0.01995, 'Can I collect my order from a Vodafone store? ': 0.01858}",https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Will my order be delayed because of royalmail strikes,Will the Royal Mail strikes delay orders and returns? ,Will the Royal Mail strikes delay orders and returns?  ,Y,"{'Will the Royal Mail strikes delay orders and returns?  ': 0.02897, 'How do I get proof of purchase? ': 0.02726, 'What are my delivery options? ': 0.02683}",https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Can royal mail strikes affect my order,Will the Royal Mail strikes delay orders and returns? ,How do I get proof of purchase? ,N,"{'How do I get proof of purchase? ': 0.03122, 'What are my delivery options? ': 0.03058, 'Can I collect my order from a Vodafone store? ': 0.02751}",https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
Can i expect next day delivery with royal mail strikes going on,Will the Royal Mail strikes delay orders and returns? ,Will the Royal Mail strikes delay orders and returns?  ,Y,"{'Will the Royal Mail strikes delay orders and returns?  ': 0.03739, 'How do I make a claim on my insurance? ': 0.01951, 'How do I get proof of purchase? ': 0.01786}",https://support.vodafone.co.uk/Joining-leaving/Order-delivery/1912843012/Will-the-Royal-Mail-strikes-delay-orders-and-returns.htm
